contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility,mid,T,r
A130817C00023000,A,2013-08-17,call,23.0,A,20.55,,21.6,,0,0,2013-01-17,0.9878,0.0017,0.0324,0.7134,0.3714,21.075000000000003,0.5808219178082191,0.1
A130817C00024000,A,2013-08-17,call,24.0,A,19.45,,20.6,,0,0,2013-01-17,0.984,0.0025,-0.0681,1.0152,0.3714,20.025,0.5808219178082191,0.1
A130817C00025000,A,2013-08-17,call,25.0,A,18.45,,19.6,,0,0,2013-01-17,0.9788,0.0034,-0.1936,1.3939,0.3714,19.025,0.5808219178082191,0.1
A130817C00026000,A,2013-08-17,call,26.0,A,17.95,,18.65,,0,0,2013-01-17,0.9721,0.0045,-0.3452,1.8535,0.3714,18.299999999999997,0.5808219178082191,0.1
A130817C00027000,A,2013-08-17,call,27.0,A,17.0,,17.65,,0,0,2013-01-17,0.9636,0.0057,-0.5232,2.3943,0.3714,17.325,0.5808219178082191,0.1
A130817C00028000,A,2013-08-17,call,28.0,A,16.0,,16.7,,0,0,2013-01-17,0.9532,0.0073,-0.7266,3.0129,0.3714,16.35,0.5808219178082191,0.1
A130817C00029000,A,2013-08-17,call,29.0,A,15.1,,15.65,,0,0,2013-01-17,0.9408,0.0089,-0.953,3.7023,0.3714,15.375,0.5808219178082191,0.1
A130817C00030000,A,2013-08-17,call,30.0,A,12.45,,14.8,,0,0,2013-01-17,0.9261,0.0108,-1.1991,4.4522,0.3714,13.625,0.5808219178082191,0.1
A130817C00031000,A,2013-08-17,call,31.0,A,13.2,,13.4,,0,0,2013-01-17,0.9093,0.0127,-1.4609,5.2493,0.3714,13.3,0.5808219178082191,0.1
A130817C00032000,A,2013-08-17,call,32.0,A,12.3,,12.6,,0,0,2013-01-17,0.8909,0.0147,-1.7179,6.0526,0.3701,12.45,0.5808219178082191,0.1
A130817C00033000,A,2013-08-17,call,33.0,A,11.4,,11.7,,0,0,2013-01-17,0.8755,0.0167,-1.8546,6.675,0.3583,11.55,0.5808219178082191,0.1
A130817C00034000,A,2013-08-17,call,34.0,A,10.55,,10.65,,0,0,2013-01-17,0.8623,0.019,-1.8946,7.1771,0.3388,10.600000000000001,0.5808219178082191,0.1
A130817C00035000,A,2013-08-17,call,35.0,A,9.65,,9.8,,0,0,2013-01-17,0.8428,0.0216,-2.0265,7.8704,0.3274,9.725000000000001,0.5808219178082191,0.1
A130817C00036000,A,2013-08-17,call,36.0,A,8.85,,9.0,,0,0,2013-01-17,0.8171,0.0242,-2.2336,8.701,0.3227,8.925,0.5808219178082191,0.1
A130817C00037000,A,2013-08-17,call,37.0,A,8.05,,8.2,,0,0,2013-01-17,0.7903,0.027,-2.3984,9.4787,0.3154,8.125,0.5808219178082191,0.1
A130817C00038000,A,2013-08-17,call,38.0,A,7.25,,7.4,,0,0,2013-01-17,0.7619,0.0299,-2.521,10.2096,0.3058,7.325,0.5808219178082191,0.1
A130817C00039000,A,2013-08-17,call,39.0,A,6.55,,6.7,,80,10,2013-01-17,0.7276,0.0325,-2.7058,10.9757,0.303,6.625,0.5808219178082191,0.1
A130817C00040000,A,2013-08-17,call,40.0,A,5.85,,5.95,,0,11,2013-01-17,0.6929,0.0354,-2.8028,11.6263,0.2948,5.9,0.5808219178082191,0.1
A130817C00041000,A,2013-08-17,call,41.0,A,5.15,,5.3,,0,8,2013-01-17,0.6552,0.038,-2.8874,12.206,0.2879,5.225,0.5808219178082191,0.1
A130817C00042000,A,2013-08-17,call,42.0,A,4.55,,4.7,,0,8,2013-01-17,0.6146,0.04,-2.9712,12.684,0.2838,4.625,0.5808219178082191,0.1
A130817C00043000,A,2013-08-17,call,43.0,A,4.0,,4.1,,0,9,2013-01-17,0.5725,0.0419,-3.0069,13.0269,0.2786,4.05,0.5808219178082191,0.1
A130817C00044000,A,2013-08-17,call,44.0,A,3.45,,3.6,,0,1350,2013-01-17,0.529,0.0432,-3.0148,13.2209,0.2743,3.5250000000000004,0.5808219178082191,0.1
A130817C00045000,A,2013-08-17,call,45.0,A,3.0,,3.1,,23,41,2013-01-17,0.485,0.0439,-2.9931,13.2549,0.2708,3.05,0.5808219178082191,0.1
A130817C00046000,A,2013-08-17,call,46.0,A,2.56,,2.62,,11,96,2013-01-17,0.4401,0.0443,-2.9111,13.1216,0.2654,2.59,0.5808219178082191,0.1
A130817C00047000,A,2013-08-17,call,47.0,A,2.17,,2.22,,0,31,2013-01-17,0.3962,0.044,-2.8123,12.8254,0.2617,2.1950000000000003,0.5808219178082191,0.1
A130817C00048000,A,2013-08-17,call,48.0,A,1.81,,1.87,,0,41,2013-01-17,0.3526,0.0431,-2.6713,12.3659,0.2572,1.84,0.5808219178082191,0.1
A130817C00049000,A,2013-08-17,call,49.0,A,1.51,,1.56,,4,50,2013-01-17,0.3116,0.0415,-2.5191,11.7772,0.2543,1.5350000000000001,0.5808219178082191,0.1
A130817C00050000,A,2013-08-17,call,50.0,A,1.24,,1.29,,0,24,2013-01-17,0.2718,0.0396,-2.3313,11.0513,0.2504,1.2650000000000001,0.5808219178082191,0.1
A130817C00052500,A,2013-08-17,call,52.5,A,0.74,,0.78,,0,11,2013-01-17,0.186,0.0329,-1.8391,8.9311,0.2436,0.76,0.5808219178082191,0.1
A130817C00055000,A,2013-08-17,call,55.0,A,0.41,,0.46,,33,2,2013-01-17,0.12,0.0252,-1.3442,6.6695,0.2378,0.435,0.5808219178082191,0.1
A130817C00060000,A,2013-08-17,call,60.0,A,0.11,,0.15,,0,1,2013-01-17,0.0438,0.012,-0.6091,3.0966,0.2312,0.13,0.5808219178082191,0.1
A140118C00020000,A,2014-01-18,call,20.0,A,23.05,,24.6,,0,2,2013-01-17,0.9685,0.0028,-0.1851,2.3461,0.4374,23.825000000000003,1.0027397260273974,0.1
A140118C00023000,A,2014-01-18,call,23.0,A,20.3,,21.9,,0,0,2013-01-17,0.945,0.005,-0.6099,4.2237,0.4374,21.1,1.0027397260273974,0.1
A140118C00025000,A,2014-01-18,call,25.0,A,19.05,,19.25,,0,36,2013-01-17,0.9292,0.0066,-0.8155,5.3374,0.4196,19.15,1.0027397260273974,0.1
A140118C00028000,A,2014-01-18,call,28.0,A,15.4,,16.9,,0,0,2013-01-17,0.9017,0.0095,-1.076,7.0686,0.3862,16.15,1.0027397260273974,0.1
A140118C00030000,A,2014-01-18,call,30.0,A,14.5,,14.7,,0,15,2013-01-17,0.879,0.0119,-1.2394,8.3423,0.3637,14.6,1.0027397260273974,0.1
A140118C00032000,A,2014-01-18,call,32.0,A,12.8,,13.0,,0,104,2013-01-17,0.8483,0.0147,-1.455,9.8687,0.3484,12.9,1.0027397260273974,0.1
A140118C00035000,A,2014-01-18,call,35.0,A,10.4,,10.6,,15,61,2013-01-17,0.7907,0.0194,-1.7701,12.256,0.3284,10.5,1.0027397260273974,0.1
A140118C00037000,A,2014-01-18,call,37.0,A,8.9,,9.1,,0,51,2013-01-17,0.7447,0.0227,-1.9483,13.7822,0.3155,9.0,1.0027397260273974,0.1
A140118C00040000,A,2014-01-18,call,40.0,A,6.9,,7.1,,0,196,2013-01-17,0.6632,0.0271,-2.178,15.7695,0.3014,7.0,1.0027397260273974,0.1
A140118C00042000,A,2014-01-18,call,42.0,A,5.7,,5.9,,421,285,2013-01-17,0.603,0.0297,-2.2615,16.7101,0.2921,5.800000000000001,1.0027397260273974,0.1
A140118C00045000,A,2014-01-18,call,45.0,A,4.2,,4.35,,5,1025,2013-01-17,0.5071,0.032,-2.2875,17.3482,0.2809,4.275,1.0027397260273974,0.1
A140118C00050000,A,2014-01-18,call,50.0,A,2.29,,2.38,,15,282,2013-01-17,0.3457,0.0318,-2.0129,16.094,0.2626,2.335,1.0027397260273974,0.1
A140118C00052500,A,2014-01-18,call,52.5,A,1.66,,1.71,,31,21,2013-01-17,0.2744,0.0294,-1.7931,14.5652,0.2571,1.685,1.0027397260273974,0.1
A140118C00055000,A,2014-01-18,call,55.0,A,1.16,,1.21,,10,369,2013-01-17,0.2116,0.0261,-1.5338,12.6617,0.2519,1.185,1.0027397260273974,0.1
A140118C00060000,A,2014-01-18,call,60.0,A,0.55,,0.6,,0,79,2013-01-17,0.1195,0.0184,-1.0402,8.7317,0.2461,0.575,1.0027397260273974,0.1
A150117C00020000,A,2015-01-17,call,20.0,A,23.6,,24.7,,0,0,2013-01-17,0.9215,0.0043,-0.4679,7.3052,0.4416,24.15,2.0,0.1
A150117C00023000,A,2015-01-17,call,23.0,A,20.9,,21.95,,0,0,2013-01-17,0.9001,0.0059,-0.6156,9.2517,0.4063,21.424999999999997,2.0,0.1
A150117C00025000,A,2015-01-17,call,25.0,A,19.3,,21.55,,0,0,2013-01-17,0.8649,0.007,-1.042,12.054,0.4488,20.425,2.0,0.1
A150117C00028000,A,2015-01-17,call,28.0,A,17.05,,17.9,,0,0,2013-01-17,0.8411,0.0092,-1.036,13.7097,0.3883,17.475,2.0,0.1
A150117C00030000,A,2015-01-17,call,30.0,A,15.6,,16.25,,0,0,2013-01-17,0.8149,0.0106,-1.1585,15.3543,0.3754,15.925,2.0,0.1
A150117C00033000,A,2015-01-17,call,33.0,A,13.4,,14.05,,0,0,2013-01-17,0.7704,0.0129,-1.325,17.7617,0.3575,13.725000000000001,2.0,0.1
A150117C00035000,A,2015-01-17,call,35.0,A,12.0,,12.45,,0,0,2013-01-17,0.7383,0.0147,-1.3874,19.2232,0.3405,12.225,2.0,0.1
A150117C00037000,A,2015-01-17,call,37.0,A,10.75,,11.3,,0,9,2013-01-17,0.7016,0.016,-1.4998,20.6484,0.336,11.025,2.0,0.1
A150117C00040000,A,2015-01-17,call,40.0,A,8.9,,9.45,,0,279,2013-01-17,0.6435,0.0181,-1.5841,22.3912,0.3209,9.175,2.0,0.1
A150117C00042000,A,2015-01-17,call,42.0,A,7.95,,8.3,,5,240,2013-01-17,0.6028,0.0193,-1.6294,23.2685,0.314,8.125,2.0,0.1
A150117C00045000,A,2015-01-17,call,45.0,A,6.55,,6.8,,0,22,2013-01-17,0.5397,0.0205,-1.6593,24.0819,0.3046,6.675,2.0,0.1
A150117C00047000,A,2015-01-17,call,47.0,A,5.7,,5.95,,0,17,2013-01-17,0.4981,0.021,-1.662,24.2698,0.3003,5.825,2.0,0.1
A150117C00050000,A,2015-01-17,call,50.0,A,4.55,,4.8,,3,25,2013-01-17,0.4343,0.0214,-1.6084,24.0235,0.2908,4.675,2.0,0.1
A150117C00052500,A,2015-01-17,call,52.5,A,3.8,,4.05,,0,4,2013-01-17,0.3857,0.0212,-1.5596,23.4007,0.2874,3.925,2.0,0.1
A150117C00055000,A,2015-01-17,call,55.0,A,3.1,,3.35,,0,15,2013-01-17,0.3378,0.0207,-1.4729,22.4024,0.2819,3.225,2.0,0.1
A150117C00060000,A,2015-01-17,call,60.0,A,2.0,,2.24,,0,5,2013-01-17,0.2509,0.0187,-1.2519,19.5682,0.2718,2.12,2.0,0.1
A130119C00018000,A,2013-01-19,call,18.0,A,23.85,,27.55,,0,0,2013-01-18,1.0,0.0,-0.0545,0.0,0.7201,25.700000000000003,0.0027397260273972603,0.1
A130119C00019000,A,2013-01-19,call,19.0,A,22.7,,26.6,,0,0,2013-01-18,1.0,0.0,-0.0575,0.0,0.7201,24.65,0.0027397260273972603,0.1
A130119C00020000,A,2013-01-19,call,20.0,A,24.1,,24.2,,0,3,2013-01-18,1.0,0.0,-0.0606,0.0,0.7201,24.15,0.0027397260273972603,0.1
A130119C00021000,A,2013-01-19,call,21.0,A,21.6,,24.65,,0,0,2013-01-18,1.0,0.0,-0.0636,0.0,0.7201,23.125,0.0027397260273972603,0.1
A130119C00022000,A,2013-01-19,call,22.0,A,20.4,,23.45,,0,0,2013-01-18,1.0,0.0,-0.0667,0.0,0.7201,21.924999999999997,0.0027397260273972603,0.1
A130119C00023000,A,2013-01-19,call,23.0,A,19.5,,22.15,,0,0,2013-01-18,1.0,0.0,-0.0696,0.0,0.7201,20.825,0.0027397260273972603,0.1
A130119C00024000,A,2013-01-19,call,24.0,A,18.2,,20.85,,0,0,2013-01-18,1.0,0.0,-0.0727,0.0,0.7201,19.525,0.0027397260273972603,0.1
A130119C00025000,A,2013-01-19,call,25.0,A,18.95,,19.2,,3,3,2013-01-18,1.0,0.0,-0.0757,0.0,0.7201,19.075,0.0027397260273972603,0.1
A130119C00026000,A,2013-01-19,call,26.0,A,16.3,,19.0,,0,0,2013-01-18,1.0,0.0,-0.0788,0.0,0.7201,17.65,0.0027397260273972603,0.1
A130119C00027000,A,2013-01-19,call,27.0,A,15.4,,18.45,,0,0,2013-01-18,1.0,0.0,-0.0818,0.0,0.7201,16.925,0.0027397260273972603,0.1
A130119C00028000,A,2013-01-19,call,28.0,A,14.25,,17.0,,0,0,2013-01-18,1.0,0.0,-0.0848,0.0,0.7201,15.625,0.0027397260273972603,0.1
A130119C00029000,A,2013-01-19,call,29.0,A,13.25,,16.0,,0,0,2013-01-18,1.0,0.0,-0.0878,0.0,0.7201,14.625,0.0027397260273972603,0.1
A130119C00030000,A,2013-01-19,call,30.0,A,13.8,,14.2,,0,12,2013-01-18,1.0,0.0,-0.0909,0.0,0.7201,14.0,0.0027397260273972603,0.1
A130119C00031000,A,2013-01-19,call,31.0,A,11.35,,13.85,,0,0,2013-01-18,1.0,0.0,-0.0939,0.0,0.7201,12.6,0.0027397260273972603,0.1
A130119C00032000,A,2013-01-19,call,32.0,A,10.3,,12.5,,0,0,2013-01-18,1.0,0.0,-0.0969,0.0,0.7201,11.4,0.0027397260273972603,0.1
A130119C00033000,A,2013-01-19,call,33.0,A,9.5,,12.0,,0,0,2013-01-18,1.0,0.0,-0.0999,0.0,0.7201,10.75,0.0027397260273972603,0.1
A130119C00034000,A,2013-01-19,call,34.0,A,8.15,,11.55,,0,0,2013-01-18,1.0,0.0,-0.103,0.0,0.7201,9.850000000000001,0.0027397260273972603,0.1
A130119C00035000,A,2013-01-19,call,35.0,A,9.1,,9.2,,0,138,2013-01-18,1.0,0.0,-0.106,0.0,0.7201,9.149999999999999,0.0027397260273972603,0.1
A130119C00036000,A,2013-01-19,call,36.0,A,8.1,,8.2,,0,1002,2013-01-18,1.0,0.0,-0.109,0.0,0.7201,8.149999999999999,0.0027397260273972603,0.1
A130119C00037000,A,2013-01-19,call,37.0,A,7.1,,7.2,,0,1263,2013-01-18,1.0,0.0,-0.112,0.0,0.7201,7.15,0.0027397260273972603,0.1
A130119C00038000,A,2013-01-19,call,38.0,A,6.1,,6.2,,16,2375,2013-01-18,1.0,0.0,-0.1151,0.0,0.7201,6.15,0.0027397260273972603,0.1
A130119C00039000,A,2013-01-19,call,39.0,A,5.1,,5.2,,296,1850,2013-01-18,1.0,0.0,-0.1181,0.0,0.7201,5.15,0.0027397260273972603,0.1
A130119C00040000,A,2013-01-19,call,40.0,A,4.1,,4.2,,178,3253,2013-01-18,1.0,0.0,-0.128,0.0,0.7201,4.15,0.0027397260273972603,0.1
A130119C00041000,A,2013-01-19,call,41.0,A,3.1,,3.2,,26,1815,2013-01-18,0.9997,0.0011,-0.7453,0.0016,0.7201,3.1500000000000004,0.0027397260273972603,0.1
A130119C00042000,A,2013-01-19,call,42.0,A,2.1,,2.19,,201,2079,2013-01-18,0.9894,0.0291,-14.8511,0.0373,0.7201,2.145,0.0027397260273972603,0.1
A130119C00043000,A,2013-01-19,call,43.0,A,1.09,,1.18,,24,1038,2013-01-18,0.8895,0.1964,-99.3519,0.2517,0.7201,1.135,0.0027397260273972603,0.1
A130119C00044000,A,2013-01-19,call,44.0,A,0.09,,0.18,,33,1298,2013-01-18,0.5598,0.3621,-235.3417,0.5263,0.8165,0.135,0.0027397260273972603,0.1
A130119C00045000,A,2013-01-19,call,45.0,A,0.0,,0.02,,0,2348,2013-01-18,0.2508,0.2594,-213.8963,0.4247,0.9198,0.01,0.0027397260273972603,0.1
A130119C00046000,A,2013-01-19,call,46.0,A,0.0,,0.02,,0,201,2013-01-18,0.0963,0.1242,-128.4624,0.2278,1.0301,0.01,0.0027397260273972603,0.1
A130119C00047000,A,2013-01-19,call,47.0,A,0.0,,0.02,,0,1445,2013-01-18,0.037,0.0528,-67.7808,0.1079,1.1474,0.01,0.0027397260273972603,0.1
A130119C00048000,A,2013-01-19,call,48.0,A,0.0,,0.02,,1,74,2013-01-18,0.0155,0.023,-36.233,0.052,1.2716,0.01,0.0027397260273972603,0.1
A130119C00049000,A,2013-01-19,call,49.0,A,0.0,,0.01,,0,128,2013-01-18,0.0074,0.0109,-20.9554,0.0273,1.4027,0.005,0.0027397260273972603,0.1
A130119C00050000,A,2013-01-19,call,50.0,A,0.0,,0.01,,0,2270,2013-01-18,0.0018,0.0031,-5.8538,0.0076,1.4027,0.005,0.0027397260273972603,0.1
A130119C00052500,A,2013-01-19,call,52.5,A,0.0,,0.01,,1,1064,2013-01-18,0.0,0.0001,-0.1055,0.0001,1.4027,0.005,0.0027397260273972603,0.1
A130119C00055000,A,2013-01-19,call,55.0,A,0.0,,0.02,,0,2061,2013-01-18,0.0,0.0,-0.0007,0.0,1.4027,0.01,0.0027397260273972603,0.1
A130119C00057500,A,2013-01-19,call,57.5,A,0.0,,0.01,,0,104,2013-01-18,0.0,0.0,0.0,0.0,1.4027,0.005,0.0027397260273972603,0.1
A130119C00060000,A,2013-01-19,call,60.0,A,0.0,,0.01,,0,236,2013-01-18,0.0,0.0,0.0,0.0,1.4027,0.005,0.0027397260273972603,0.1
A130119C00065000,A,2013-01-19,call,65.0,A,0.0,,0.01,,0,425,2013-01-18,0.0,0.0,0.0,0.0,1.4027,0.005,0.0027397260273972603,0.1
A130119C00070000,A,2013-01-19,call,70.0,A,0.0,,0.01,,0,284,2013-01-18,0.0,0.0,0.0,0.0,1.4027,0.005,0.0027397260273972603,0.1
A130216C00018000,A,2013-02-16,call,18.0,A,24.45,,27.9,,0,0,2013-01-18,1.0,0.0,-0.0545,0.0,0.3323,26.174999999999997,0.07945205479452055,0.1
A130216C00019000,A,2013-02-16,call,19.0,A,23.6,,26.75,,0,0,2013-01-18,1.0,0.0,-0.0575,0.0,0.3323,25.175,0.07945205479452055,0.1
A130216C00020000,A,2013-02-16,call,20.0,A,22.65,,25.75,,0,0,2013-01-18,1.0,0.0,-0.0605,0.0,0.3323,24.2,0.07945205479452055,0.1
A130216C00021000,A,2013-02-16,call,21.0,A,21.65,,24.75,,0,0,2013-01-18,1.0,0.0,-0.0636,0.0,0.3323,23.2,0.07945205479452055,0.1
A130216C00022000,A,2013-02-16,call,22.0,A,20.6,,23.75,,0,0,2013-01-18,1.0,0.0,-0.0667,0.0,0.3323,22.175,0.07945205479452055,0.1
A130216C00023000,A,2013-02-16,call,23.0,A,20.0,,21.65,,0,0,2013-01-18,1.0,0.0,-0.0696,0.0,0.3323,20.825,0.07945205479452055,0.1
A130216C00024000,A,2013-02-16,call,24.0,A,19.0,,20.25,,0,0,2013-01-18,1.0,0.0,-0.0727,0.0,0.3323,19.625,0.07945205479452055,0.1
A130216C00025000,A,2013-02-16,call,25.0,A,18.5,,19.25,,0,0,2013-01-18,1.0,0.0,-0.0757,0.0,0.3323,18.875,0.07945205479452055,0.1
A130216C00026000,A,2013-02-16,call,26.0,A,17.5,,18.25,,0,0,2013-01-18,1.0,0.0,-0.0788,0.0,0.3323,17.875,0.07945205479452055,0.1
A130216C00027000,A,2013-02-16,call,27.0,A,16.5,,17.25,,0,0,2013-01-18,1.0,0.0,-0.0817,0.0,0.3323,16.875,0.07945205479452055,0.1
A130216C00028000,A,2013-02-16,call,28.0,A,15.0,,16.65,,0,0,2013-01-18,1.0,0.0,-0.0848,0.0,0.3323,15.825,0.07945205479452055,0.1
A130216C00029000,A,2013-02-16,call,29.0,A,14.0,,15.4,,0,0,2013-01-18,1.0,0.0,-0.0881,0.0001,0.3323,14.7,0.07945205479452055,0.1
A130216C00030000,A,2013-02-16,call,30.0,A,13.15,,14.35,,0,3,2013-01-18,1.0,0.0,-0.0922,0.0007,0.3323,13.75,0.07945205479452055,0.1
A130216C00031000,A,2013-02-16,call,31.0,A,12.1,,13.65,,0,4,2013-01-18,0.9999,0.0001,-0.0998,0.0028,0.3323,12.875,0.07945205479452055,0.1
A130216C00032000,A,2013-02-16,call,32.0,A,11.15,,12.45,,0,1,2013-01-18,0.9998,0.0002,-0.1179,0.0098,0.3323,11.8,0.07945205479452055,0.1
A130216C00033000,A,2013-02-16,call,33.0,A,10.6,,11.25,,0,0,2013-01-18,0.9993,0.0005,-0.164,0.03,0.3323,10.925,0.07945205479452055,0.1
A130216C00034000,A,2013-02-16,call,34.0,A,9.25,,10.4,,0,0,2013-01-18,0.998,0.0016,-0.2733,0.0796,0.3323,9.825,0.07945205479452055,0.1
A130216C00035000,A,2013-02-16,call,35.0,A,8.55,,9.3,,0,116,2013-01-18,0.9947,0.0037,-0.5044,0.1865,0.3323,8.925,0.07945205479452055,0.1
A130216C00036000,A,2013-02-16,call,36.0,A,8.15,,8.3,,0,114,2013-01-18,0.9879,0.0077,-0.9373,0.3878,0.3323,8.225000000000001,0.07945205479452055,0.1
A130216C00037000,A,2013-02-16,call,37.0,A,7.15,,7.3,,9,762,2013-01-18,0.9748,0.0144,-1.6559,0.7229,0.3323,7.225,0.07945205479452055,0.1
A130216C00038000,A,2013-02-16,call,38.0,A,6.2,,6.3,,1,1127,2013-01-18,0.9524,0.0242,-2.7171,1.2188,0.3323,6.25,0.07945205479452055,0.1
A130216C00039000,A,2013-02-16,call,39.0,A,5.25,,5.35,,1,14749,2013-01-18,0.925,0.036,-3.6927,1.741,0.3197,5.3,0.07945205479452055,0.1
A130216C00040000,A,2013-02-16,call,40.0,A,4.3,,4.4,,171,2048,2013-01-18,0.8944,0.0505,-4.3525,2.2453,0.2936,4.35,0.07945205479452055,0.1
A130216C00041000,A,2013-02-16,call,41.0,A,3.4,,3.5,,10,1153,2013-01-18,0.8428,0.0709,-5.3498,2.9582,0.2754,3.45,0.07945205479452055,0.1
A130216C00042000,A,2013-02-16,call,42.0,A,2.58,,2.65,,3,1633,2013-01-18,0.7657,0.0953,-6.454,3.7742,0.2616,2.615,0.07945205479452055,0.1
A130216C00043000,A,2013-02-16,call,43.0,A,1.84,,1.89,,274,4187,2013-01-18,0.6632,0.1201,-7.2306,4.4908,0.2471,1.865,0.07945205479452055,0.1
A130216C00044000,A,2013-02-16,call,44.0,A,1.21,,1.25,,118,15312,2013-01-18,0.5352,0.1378,-7.4481,4.8882,0.2344,1.23,0.07945205479452055,0.1
A130216C00045000,A,2013-02-16,call,45.0,A,0.72,,0.75,,283,1383,2013-01-18,0.3928,0.1402,-6.8429,4.729,0.223,0.735,0.07945205479452055,0.1
A130216C00046000,A,2013-02-16,call,46.0,A,0.39,,0.4,,78,503,2013-01-18,0.2572,0.1221,-5.5225,3.9675,0.2148,0.395,0.07945205479452055,0.1
A130216C00047000,A,2013-02-16,call,47.0,A,0.18,,0.21,,6,114,2013-01-18,0.1499,0.0903,-3.8932,2.8666,0.2098,0.195,0.07945205479452055,0.1
A130216C00048000,A,2013-02-16,call,48.0,A,0.08,,0.11,,0,160,2013-01-18,0.082,0.0585,-2.5387,1.8636,0.2106,0.095,0.07945205479452055,0.1
A130216C00049000,A,2013-02-16,call,49.0,A,0.03,,0.06,,0,209,2013-01-18,0.0419,0.0343,-1.5119,1.1016,0.2123,0.045,0.07945205479452055,0.1
A130216C00050000,A,2013-02-16,call,50.0,A,0.01,,0.06,,0,110,2013-01-18,0.0272,0.0224,-1.1372,0.7719,0.228,0.034999999999999996,0.07945205479452055,0.1
A130216C00055000,A,2013-02-16,call,55.0,A,0.0,,0.03,,0,10,2013-01-18,0.0002,0.0004,-0.0206,0.014,0.228,0.015,0.07945205479452055,0.1
A130216C00060000,A,2013-02-16,call,60.0,A,0.0,,0.02,,0,2,2013-01-18,0.0,0.0,-0.0001,0.0001,0.228,0.01,0.07945205479452055,0.1
A130518C00018000,A,2013-05-18,call,18.0,A,23.75,,28.15,,0,0,2013-01-18,1.0,0.0,-0.0545,0.0,0.2884,25.95,0.3287671232876712,0.1
A130518C00019000,A,2013-05-18,call,19.0,A,22.7,,27.15,,0,0,2013-01-18,1.0,0.0,-0.0575,0.0,0.2884,24.924999999999997,0.3287671232876712,0.1
A130518C00020000,A,2013-05-18,call,20.0,A,22.2,,26.15,,0,0,2013-01-18,1.0,0.0,-0.0605,0.0001,0.2884,24.174999999999997,0.3287671232876712,0.1
A130518C00021000,A,2013-05-18,call,21.0,A,21.35,,25.15,,0,0,2013-01-18,1.0,0.0,-0.0636,0.0002,0.2884,23.25,0.3287671232876712,0.1
A130518C00022000,A,2013-05-18,call,22.0,A,20.55,,24.15,,0,0,2013-01-18,1.0,0.0,-0.067,0.0009,0.2884,22.35,0.3287671232876712,0.1
A130518C00023000,A,2013-05-18,call,23.0,A,19.5,,22.6,,0,0,2013-01-18,1.0,0.0,-0.0708,0.0028,0.2884,21.05,0.3287671232876712,0.1
A130518C00024000,A,2013-05-18,call,24.0,A,18.5,,20.55,,0,0,2013-01-18,0.9999,0.0,-0.076,0.0078,0.2884,19.525,0.3287671232876712,0.1
A130518C00025000,A,2013-05-18,call,25.0,A,17.6,,20.3,,0,5,2013-01-18,0.9998,0.0001,-0.0841,0.0193,0.2884,18.950000000000003,0.3287671232876712,0.1
A130518C00026000,A,2013-05-18,call,26.0,A,16.95,,19.0,,0,0,2013-01-18,0.9995,0.0002,-0.0978,0.0436,0.2884,17.975,0.3287671232876712,0.1
A130518C00027000,A,2013-05-18,call,27.0,A,15.95,,17.5,,0,0,2013-01-18,0.9989,0.0005,-0.1214,0.0903,0.2884,16.725,0.3287671232876712,0.1
A130518C00028000,A,2013-05-18,call,28.0,A,15.4,,16.4,,0,0,2013-01-18,0.9978,0.0009,-0.1609,0.1734,0.2884,15.899999999999999,0.3287671232876712,0.1
A130518C00029000,A,2013-05-18,call,29.0,A,14.55,,15.35,,0,0,2013-01-18,0.9958,0.0017,-0.2243,0.3111,0.2884,14.95,0.3287671232876712,0.1
A130518C00030000,A,2013-05-18,call,30.0,A,13.6,,14.4,,0,3,2013-01-18,0.9925,0.0028,-0.3207,0.5238,0.2884,14.0,0.3287671232876712,0.1
A130518C00031000,A,2013-05-18,call,31.0,A,12.6,,13.4,,0,0,2013-01-18,0.9872,0.0045,-0.4593,0.8328,0.2884,13.0,0.3287671232876712,0.1
A130518C00032000,A,2013-05-18,call,32.0,A,11.65,,12.5,,0,1,2013-01-18,0.9793,0.0068,-0.6481,1.2565,0.2884,12.075,0.3287671232876712,0.1
A130518C00033000,A,2013-05-18,call,33.0,A,10.7,,11.55,,0,38,2013-01-18,0.9681,0.0098,-0.8923,1.807,0.2884,11.125,0.3287671232876712,0.1
A130518C00034000,A,2013-05-18,call,34.0,A,8.7,,10.6,,0,0,2013-01-18,0.9528,0.0135,-1.1928,2.4864,0.2884,9.649999999999999,0.3287671232876712,0.1
A130518C00035000,A,2013-05-18,call,35.0,A,9.0,,9.75,,0,0,2013-01-18,0.9363,0.0175,-1.459,3.1521,0.2826,9.375,0.3287671232876712,0.1
A130518C00036000,A,2013-05-18,call,36.0,A,8.3,,8.7,,0,162,2013-01-18,0.9167,0.0221,-1.7236,3.8692,0.2749,8.5,0.3287671232876712,0.1
A130518C00037000,A,2013-05-18,call,37.0,A,7.65,,7.8,,1,402,2013-01-18,0.8691,0.0281,-2.5531,5.366,0.2998,7.725,0.3287671232876712,0.1
A130518C00038000,A,2013-05-18,call,38.0,A,6.75,,6.95,,0,102,2013-01-18,0.8403,0.0333,-2.8062,6.1357,0.2893,6.85,0.3287671232876712,0.1
